job_ID,designation,company_id,name,work_type,involvement,employees_count,total_applicants,linkedin_followers,job_description,details_id,industry,level,City,State
3472813954,Lead developer,675,Elfonze Technologies,On-site,Full-time,51,5,5168,"About the job Key Skills: mandatorySystem Set-upUser Group & Privilege SetupSTEP Data Modelingo Attributeso Attribute groupso Data Containerso References· Web UI Configurationso Search Screenso Sub Screenso Pop-ups· Integration Endpointso Outbound integration Endpoints – using SOAP, REST & IDOCo Inbound integration Endpoints - using SOAP, REST & IDOCo Gateway integration Endpoints - using SOAP, REST & IDOC· STEP Workflow configuration· STEP Global Business ruleso Business ruleso Business actionso Business conditions· Packaging hierarchies & Change Packaging· Bulk data update· Export & Import configurations· XSL Transformations· STEP XML creations· Golden Records – Matching & Linking· Various STEP implementation techniques· STEP API & Extension APIFunctional Consultants:* Strong Functional and Technical knowledge on STIBO-STEP System.- 7+ years of experience on STIBO-STEP End to End Implementations.- exposure and real time experience in STEP Data Model/Configurations, workflow, Business Rules Development, STEP Portal configuration & Match and Making Algorithm.- strong Integration design experience such as STEP to SAP ECC & S/4, Third party systems,reporting, etc (Inbound/Outbound Integration End points).- Strong experience in STEP Asset management system- Strong experience in STEP version Upgrade, STIBO patch deployments, configuration movement between environments.- Strong and real time experience in Data Migration and Integration with downstream systems in STIBO’s STEP tool.- Strong experience in STIBO’s STEP Application installation in LinuxQualificationsBE/B.Tech7+ years of experience in STIBO STEP – MDM Solutions.Strong knowledge on MDM solutions (CMDM, SMDM, Multi-domain MDM) in STIBO STEP.Good oral and written communication is a must.Work Location: Bangalore, Pune, Coimbatore, Hyderabad",3059, IT Services and IT Consulting, Mid-Senior level,Bengaluru,Karnataka
3474326981,Salesforce Developer,171,Applicantz,Remote,Contract,51,21,331816,"About the job THIS IS A LONG TERM CONTRACT POSITION WITH ONE OF THE LARGEST, GLOBAL, TECHNOLOGY LEADER. Our large, Fortune client is ranked as one of the best companies to work with, in the world. The client fosters progressive culture, creativity, and a Flexible work environment. They use cutting-edge technologies to keep themselves ahead of the curve. Diversity in all aspects is respected. Integrity, experience, honesty, people, humanity, and passion for excellence are some other adjectives that define this global technology leader. Requirements3-5 years of excellent Salesforce configuration experience.SQL/PLSQL skill is a big plus.Hands on with Tibco configuration and debugging will be nice to have.3 to 5 years' experience Visual Force (able to come in and hit the ground running with this experience).6-9 years of relevant experience in related field or equivalent combination of experience and education. ResponsibilitiesDesign, develop, document, test, and debug new and existing software systems and/or applications for market sale or large-scale proprietary software for internal use.Serve as technical expert on development projects.Participate in full development life cycle including requirements analysis and design.Write technical specifications based on conceptual design and stated business requirements. Analyze code to find causes of errors and revise programs as needed.Participate in software design meetings and analyze user needs to determine technical requirements.Consult with end user to prototype, refine, test, and debug programs to meet needs.Considered highly skilled and proficient in discipline.Works under minimal supervision with wide latitude for independent judgment.",3623, Technology Information and Internet, Associate,Bengaluru,Karnataka
3470098797,Other Developer,1083,Intellicloud Solutions,Remote,Full-time,11,27,4581,"About the job Candidate should have :Minimum 2+ years of experience in SFDC Development.Minimum 2+ years Lightening/LWC experience.Minimum 3+ years of Vlocity/omnistudio experienceWorked on Apex Triggers, Apex Classes etc. and have knowledge about configurations.Good to have exposure to API’s, Web Services and integration with 3rd party applications.Good to have knowledge of SOAP, REST(JSON), SOQLMust have good at verbal and written communication.",2325,Not Avilable,Not Avilable,Pune,Maharashtra
3472810165,Salesforce Developer,847,Genpact,On-site,Full-time,10001,85,2492017,"About the job Required:· Well versed with Object Oriented Programming· Well experienced in Design and development experience in Salesforce (APEX, Lightning).· Experience working on nCino, cloud banking software.· Strong understanding of Salesforce developer toolkit including object and fields, relationships, custom labels, profile management, field level security, permission sets, custom metadata, triggers, platform events, locker services, REST APIs etc.· Hands on experience with a very good understanding of Salesforce Lightning Aura and web technologies, such as HTTP, JavaScript, HTML, and CSS.· Must have a done integration of Salesforce with any of third-party services.· Strong understanding of SFDC Platform & its best development practices.· Must have worked on at least one of the version control tools like SVN, Sourcetree etc. and any one of the IDEs such as Eclipse, Intellij, and Sublime etc.· Must be aware of writing functional test cases in APEX.Preferred:· Experience with at least 3+ years.· Hands on experience in the development of web applications through all layers of an application (frontend, integration, application/business logic, etc.). · Knowledge of any of Cloud Platform Services of Microsoft Azure or AWS or Google Cloud.· Used to work in an agile (scrum) environment· Knowledge of Salesforce Lightning Web Components.· Knows Jira or other backlog management tools (e.g. Version One)· Working knowledge of Git· Salesforce Certifications",3028, IT Services and IT Consulting, Mid-Senior level,Gurugram,Haryana
3472851497,Other,844,GenXHire Services Private Limited,On-site,Full-time,51,0,982115.1912,"About the job Responsibilities:• Individual contributor, hands on development and execution.• Design and code enhancements for the products consistent with established design patterns and business requirements.• Provide estimates on difficulty and sizing of enhancements, as well as alternative solutions.• Manage, prioritize, and execute multiple concurrent software development activities.• Work in a dynamic, fast-paced, Agile team environment Skills Required• Hands on experience in C# or other OOP languages.• Hands on experience on PE Fund Accounting tools such as FrontInvest eFront / Investran.• Hands on experience on Customization of screens / modules on FrontInvest eFront / Investran.• Hands on experience in SQL.• Full knowledge of software development life cycle.• Excellent communication skills and problem-solving abilities.• Ability to work individually and with other engineers in a collaborative manner.Advantageous Skills• Working knowledge on FrontInvest eFront Implementation, Fund Setup and Upgrade. • Knowledge of stock markets, asset types, and other financial concepts.• Experience in Reporting tools like SSRS, Crystal report.• Experience in ETL tools like SSIS, Talend, etc.Location Vikhroli Mumbai.",3212,Not Avilable,Not Avilable,Mumbai,Maharashtra
3472865558,Data Science,2334,WUElev8 - Where yoU Elevate,On-site,Full-time,11,2,18143,"About the job Company- LTIMindtreeExperience Required- 3 to 14 years.Location- Pune/Mumbai/Hyderabad/Chennai/Kolkata/Coimbatore/Bangalore Skills Required- GCP Cloud, Python, Dataflow, Big Query, Cloud SQL, Airflow Job Description-Looking for an IT professional who could play Developer role on GCP data engineering. Develop and implement -Dataflow, Datapro or other languages-based solution, job orchestration. Minimum 2 years development experience with any GCP Cloud ETLs and Databases. Strong understanding of Dataflow, Big Query, Cloud SQL, Airflow Excellent with Java Python and Google Cloud SDK & API Scripting Work with client teams to design and implement modern, scalable data solutions using a range of new and emerging technologies from the Google Cloud Platform. Work with Agile and DevOps technique s and implementation approaches in the delivery. Required to showcase your GCP Data engineering experience when communicating with clients on their requirements, turning these into technical data solutions. Required to build and deliver Data solutions using GCP products and offerings. Knowledge and understanding of DevOps.",3223,Not Avilable,Not Avilable,Hyderabad,Telangana
3473747818,Data Science,192,Ashling Partners,On-site,Full-time,51,97,982115.1912,"About the job Ashling Partners is at the forefront of the hyper-automation revolution! We help clients improve productivity and employee engagement by leveraging intelligent process automation, RPA, Process Intelligence, data capture/OCR and Machine Learning technologies. Our team leverages lean agile principles to make automation gains sustainable and a driving force for digital innovation. As a Data Engineer, Process Intelligence Consultant for Ashling Partners, you will be responsible for successful process mining deployment and supporting our automation clients by providing technical guidance on topics such as ETL pipeline, technical process flow, and process optimization! Founded by business process improvement & technology industry veterans, Ashling Partners values meaningful work for our  while driving real value for our clients in a sustainable and continuous manner. We will always value progress over perfection. While doing so, we strive to continually build a positive, appreciative, and fun culture for our organization. Find us on the INC Best Workplace list for 2021! Our rapidly growing organization is taking the world by storm, quickly becoming THE global boutique in intelligent automation. We are looking for life-long learners and servant-leaders who are passionate about innovation and the future of work. If this sounds like a place for you, we would love to meet you! What You Will Do:Participate in process discovery workshops to provide technical guidance on topics such as ETL pipeline, technical process flow, and overall project scope for process mining implementation projectsSupport build of data environments that enable analytics solutions on a variety of platformsPrimary focus on developing data models, analyses and KPIs in Celonis according to client requirementsExtract and transform customers’ data and load them into the process mining platformDocument technical specifications of models and analyses for handoff to clientResponsible for successful process mining deployment by supporting development, documentation, validation and post-deployment support of Celonis data model and analysesOngoing support of client to elicit additional requirements and refine models and analyses beyond initial deploymentDevelop machine learning models to conduct predictive analysis as requiredAssist with designing documentation, coding standards, procedures, and proprietary models and analysesHelp customers drive significant business outcomes and ROI by leveraging the insights uncovered in process mining applicationsPlan, schedule, and manage project timelines and activities from project kick-off through training to ensure each project is delivered on time and meets customer requirements What You Will Bring:2+ years of SQL experience1+ year of Celonis development experience a plusCelonis Analyst and Data Engineer CertificationExperience with Python and ML models a plusBachelor’s Degree in Computer Science or equivalentInterested in intelligent automation market and cloud infrastructure technologiesLifelong learner mindsetStrong analytical and problem-solving skillsStrong communication and management skillsUnderstanding of Agile SDLC Why Ashling Partners:At Ashling Partners we strive to provide meaningful work in a positive, appreciative and fun culture for our own team. All firm members are referred to as “Ohana,” the Hawaiian word for family, with regards to extended family beyond relatives. The concept emphasizes that extended families are bound together by a common belief, attitude or purpose and members must cooperate and remember one another.Lifelong Learning - In the intelligent automation space change happens fast, in order to support that change, Ashling has developed a culture that enables lifelong learners to continuously develop their skill setsDiversity of Thought, Culture, Background & Identity – We build diversity, equity, and inclusion capabilities into all facets of our business to support innovation, creativity, and our global growth objectivesConsistently Innovate with Cutting-Edge Technology – We offer a continuous model for performance improvement and the opportunity to work with best-of-breed automation technology stacksProvide Servant-Based Leadership – We believe the leader’s role is to serve the organization, not the other way aroundPractice Stewardship – We work together as peers, regardless of a person’s formal role or authority in the organizationBe Entrepreneurial in Management – We empower people to bring ideas and challenge them with the responsibility to make them successfulOffer Open-Book Finance – We give everyone the opportunity to see the books, how we are being measured and what our score is, so they can feel empowered to impact successProvide the Best Service – We may not be the cheapest, but we will deliver the best value to our clientsMake Data-Driven Decisions – We are a data-driven organization internally and externallyBe a fun place to work - We provide a positive, appreciative and fun culture What Sets Us Apart:Quarterly book allotment (any book of your choice, no cap!)Uncapped training allotmentUnlimited holidaysUnlimited PTO!Immediate 401K contributions",3503, IT Services and IT Consulting, Associate,Hyderabad,Telangana
3467810151,Other Developer,1987,Sureminds Solutions Private Limited,On-site,Full-time,501,2,982115.1912,"About the job This position requires a thorough understanding of the following elements of the Denodo Platform: • Denodo Virtual Data Port• Denodo Solution Manager• Denodo Scheduler• Denodo Data Catalog• Denodo Monitor• Denodo Platform Administration including server configuration We are specifically looking to fill this position with someone who can easily and comfortably work within a collaborative team environment, is an innovative thinker, take ownership in work produced and who can excel in an actively changing environment. Job Responsibilities:• Perform all aspects of Denodo platform administration/development including:o Server configurationo Monitoringo Performance optimization of viewso Onboarding of new data sourceso View creation both Base View & Derived / Integration viewso Integration with Source Control Systemo Creation of Remote Table Views as necessaryo Promotion of Denodo objects through the various tiers (QA / UAT / PROD)o Set up and configure new Scheduler Jobs• Develop and document data requirements and data flow diagrams from business requirements.• Troubleshoot platform issues in real-time, diagnose the root cause and develop actionable solutions.• Provide ad hoc VDP query support for ad hoc query requests.• Collaborate with other technology teams and architects to define and develop solutions• Conduct potential off-hours support for project specific and DR events. Requirements:• Considerable knowledge in the Denodo Platform with Version 8.0 or later• Demonstrate a detailed knowledge and understanding of the platform in support of the responsibilities listed above.• Strong understanding of relational and dimensional database concepts.• Experience with the translation of business requirements into data model specifications.• Demonstrated advanced VQL knowledge.• Experience with Java development in support of coding Denodo customizations as needed.• Proficiency in translating high-level business problem statements to detailed technical designs/solutions.• Ability to effectively communicate information, both verbally and written to end users, team members and management.• Strong documentation and presentation skills.• Experience in Agile Development.",1743,Not Avilable,Not Avilable,Pune,Maharashtra
3470050334,Data Science,2050,Tata Consultancy Services,On-site,Full-time,10001,42,11917579,"About the job Greetings From TCS!!! TCS has always been in the spotlight for being adept in “the next big technologies”. What we can offer you is a space to explore varied technologies and quench your techie soul.We are having a scheduled interview on this Saturday that is 11th of February 2023. Interested candidates, please share your resume on akanksha.t2@tcs.com Role: AWS Data Engineer Experience : 4-12 years Location : PAN India Desired Competencies (Technical/Behavioral Competency):Must-Have:· AWS Data Engineer (EMR, RedShift, Lambda, Glue, Athena, S3, Teradata, Vertica etc)· Experience in BIG Data technologies (Hadoop, Spark, Hive etc.) and scripting language like Python etc.· Database (such as Oracle, MySQL, PostgreSQL, MS SQL Server) and Data Warehouses (such as Redshift, Teradata, Vertica)· In depth understanding of Cloud Architecture & ability to advice/work on end-to-end cloud infrastructure· Development of Cloud workflows and processes· Designing and Developing Monitoring solutions using AWS native services· Designing & Developing AWS Cloud Based Systems using Cloud Formation or Terraform Current Org:Total Exp:Current CTC:Expected CTC:Notice Period: Note:EX-TCS(Fulltime employee) cannot not be eligible for rehire.Candidates with less than 2 years of experience will not be considered.",2315, IT Services and IT Consulting, Mid-Senior level,Delhi,Delhi
3473321030,Other Developer,1551,PSI CRO AG,On-site,Full-time,1001,1,982115.1912,"About the job Company Description We are the company that cares – for our staff, for our clients, for our partners and for the quality of the work we do. A dynamic, global company founded in 1995, we bring together more than 2,500 driven, dedicated and passionate individuals. We work on the frontline of medical science, changing lives, and bringing new medicines to those who need them. Job Description We are currently looking for a knowledgeable and proactive SAS Developer to join our global Data Management team. Please note the official PSI CRO job title will be: Database Developer. If you are keen to provide the full range of clinical database development and programming services, ensure high quality, accuracy, and consistency of clinical data, and be involved in something new, outstanding and challenging, this job opportunity is perfect for you! Based in Bengaluru, India Responsibilities: Communication point for data management and statistics on matters of database programming and deliverable database developmentClinical database (EDC) requirements/structure review and testingData validation plan review and programming of data validation proceduresGeneration of clinical database listings and reports to support clinical trial data collection, tracking, review and validationProgramming of patient profilesParticipate and support the development of Study Data Tabulation Model (SDTM) (define.xml, annotated CRF, reviewer’s guide) and programming of data transformation from raw data sources into CDISC-complaint deliverableValidation of clinical trial data according to SDTM specificationsDeliverable database transfer to clients; electronic data transfersLiaison with vendors and clients regarding electronic data transfer specificationsReceipt and validation of electronic data transfersCommunication point for data management and statistics on matters of database programming and deliverable database development Qualifications College or University degree (IT, programming, technical education)Sufficient relevant technical experienceExperience in Clinical Data Management systems (like Medidata/Veeva) is desirableKnowledge of and experience in the SAS programming language (Base SAS, SAS/Macros, SAS/ODS)Knowledge of and experience in SQLProficient user of standard MS Office applications and MS AccessExperience in a professional environment, preferably with clinical or medical dataIntermediate English, written and spoken Additional Information If you feel it is time to make your skills and knowledge visible within a growing company with true focus on its people, then this is the right choice for you.",3366, Pharmaceutical Manufacturing, Associate,Bengaluru,Karnataka
3467359146,.Net Developers,1199,LTIMindtree,Hybrid,Full-time,10001,5,982115.1912,"About the job Detail Job Description: Location: Hiring for India (any Location) Working Model: Hybrid IBM FileNet developer with 5-8 years’ experience specifically in IBM FileNet (ICN customization and extension, Document migration experience). Primary skills: IBM FileNet Content Manager, Business Process Manager, IBM Content Navigator (ICN), P8 Workplace / XT, CE Java API, PE Java API, Web Sphere, Apache Tomcat Java, J2EE, JDBC, JSP, Servlets, HTML / DHTML, JavaScript, , XML, Dojo, Oracle, MS SQLOver 5+ years of IT experience in different phases of SDLC mainly scoping, analysis, designing, development, testing, implementation, and maintenance of web-based applications on Java and J2EE framework and FileNet P8 web applications, ICNWorked extensively in FileNet P8 5.0/5.2 Platform. Working experience in development and customization in FileNet and having experience on FileNet P8 CE JAVA API and PE JAVA API.Working experience on general FileNet P8 Admin activities.Working experience on P8 Application engine, Process engine & Content engine, P8 Workplace XT, FileNet Enterprise Manager, Process Designer, Process Administrator, ICN customizations Having good knowledge in webservices to communicate with the external applications.Working experience on servers like IBM Web Sphere and Tomcat.Ability to work in both team environment as well as Independent",1365, Information Technology & Services, Mid-Senior level,Greater Bengaluru Area,Karnataka
3467361056,Salesforce Developer,1580,People Staffing Solutions,Hybrid,Full-time,11,130,4377,"About the job Must have SFDC Configuration including but not limited to Workflows, Validations, Approval Process etc Security Model, Data Model • Must Technically skilled in configuration and customization • Must have Hands on Customization APEX, Visual Force, Triggers, Batch, Schedule Apex, Test Class etc • Experience in Rest API (Salesforce Integration) • Perform Impact analysis. Create Technical Design Document. • Experience in Lightning Web Component. • Proficiency in DevOps and Agile style of Software Development with knowledge of tools such as SonarQube, Jenkins, Veracode and Provar etc.",1384, Human Resources Services, Mid-Senior level,Pune,Maharashtra
3467385379,Salesforce Developer,1056,Infogain,Remote,Full-time,5001,127,982115.1912,"About the job Title Role: Commerce Cloud SFExperience Required: 3-5 Years Educational Qualification: BE/ B Tech / MCA / Any Degree Skills: Salesforce B2B commerce cloudJob Description:· Job Description - Commerce Cloud SF· Essential Skills ; Salesforce B2B commerce cloud· Responsibilities:· 1. Should have good understanding and knowledge of Salesforce B2B commerce cloud· 2. Should have worked on one or more implementations of Salesforce B2B commerce cloud· 3. Should have at least 2 years of working experience on Salesforce B2B commerce cloud· 4. Should have knowledge of setting up stores, buyer groups, price books, payment gateway setup etc· 5. Should have good knowledge and working experience of LWC, flows",1577, IT Services and IT Consulting, Mid-Senior level,Bengaluru,Karnataka
3474370726,Salesforce Developer,171,Applicantz,Remote,Contract,51,27,331817,"About the job THIS IS A LONG TERM CONTRACT POSITION WITH ONE OF THE LARGEST, GLOBAL, TECHNOLOGY LEADER. Our large, Fortune Technology client is ranked as one of the best companies to work with, in the world. As a global leader in 3D design, engineering, and entertainment software, they foster progressive culture, creativity, and a flexible work environment. They use cutting-edge technologies to keep themselves ahead of the curve. Diversity in all aspects is respected. Integrity, experience, honesty, people, humanity, and passion for excellence are some other adjectives that define this global technology leader. PD1 certification is a must. Description:Experience Level: 3-5 years Excellent Salesforce configuration experience (MUST HAVE).SQL/PLSQL skill is a big plus.Hands on with Tibco configuration and debugging will be nice to have. 3 to 5 years' experience Visual Force (able to come in and hit the ground running with this experience).6-9 years of relevant experience in related field or equivalent combination of experience and education.Design, develop, document, test, and debug new and existing software systems and/or applications for market sale or large-scale proprietary software for internal use. Serve as technical expert on development projects. Participate in full development life cycle including requirements analysis and design. Write technical specifications based on conceptual design and stated business requirements. Analyze code to find causes of errors and revise programs as needed. Participate in software design meetings and analyze user needs to determine technical requirements. Consult with end user to prototype, refine, test, and debug programs to meet needs. Considered highly skilled and proficient in discipline. Works under minimal supervision with wide latitude for independent judgment.",3691, Technology Information and Internet, Associate,Bengaluru,Karnataka
3467835536,Other,1802,SRIK Consulting Services Pvt Ltd,Remote,Full-time,11,0,1172,"About the job Position / Designation: Tibco BW Developer Qualification: Any Graduate Experience Job Type: 3-5 years Job Type: Full time with SRIKJob location: Work from Home Job Description:Candidate should have experience in developing and testing REST API services. Should have clear understanding of tibco bw 5.x concepts. (Pallet Reference Document from Tibco BW 5.x)Candidate should be able to write queries joining multiple tables. Should be familiar with PL/SQL concepts. for eq: joins, constrains, indexes etc.Should be able to understand and update DB procedures. Basic understanding of Tibco Admin and PostgreSQL.High Performing QueriesJoins, Which type of Join needs to be used, Constraints, basic concepts of PL/SQLPostgreSQL is similar to Oracle and questions on the sameCreate a Procedure, verify procedure, testing a procedureScenario based questionsHow many types of groups in BWTibco 5 global variablesPurpose of Deployment CheckboxFor-Each-Group",1796,Not Avilable,Not Avilable,Bengaluru,Karnataka
3472885386,Database Developer,2020,TIGI HR ®,On-site,Full-time,51,11,982115.1912,"About the job Experience: 5-7 Years Roles and Responsibilities: · Relevant experience in MS SQL Server development.· Hands on in writing complex queries, triggers, functions, packages, and procedures.· Query optimization, Indexing and profiling in SQL Server.· Writing optimized MS SQL queries for integration with other applications.· Ability to create database Objects (Tables, Views, Stored Procedures, User-defined functions)· Ability to Read & Write complex queries· Design DB tables and structures· Creating views, functions, and stored procedures· Design, create and test SQL reports using SSRS and compile business requirements and specifications for reports.· Design and implementation of SSIS, and ETL based on business requirements. Preferred Qualifications (Desired Skills/Experience): · Preferred knowledge in database design, development and using database technologies like Microsoft SQL Server, PostgreSQL, NOsql· Preferred knowledge in programming with object-oriented languages like C#.",3250,Not Avilable,Not Avilable,Bengaluru,Karnataka
3474270673,Salesforce Developer,171,Applicantz,Hybrid,Contract,51,16,331818,"About the job THIS IS A LONG TERM CONTRACT POSITION WITH ONE OF THE LARGEST, GLOBAL, TECHNOLOGY LEADER. Our large, Fortune client is ranked as one of the best companies to work with, in the world. The client fosters progressive culture, creativity, and Flexible work environment. They use cutting edge technologies to keep themselves ahead of the curve. Diversity in all aspects is respected. Integrity, experience, honesty, people, humanity, and passion for excellence are some other adjectives that define this global technology leader. Experience Level:5-7 years Excellent Salesforce configuration experienceExperience with Lightening, LWC components, Apex, triggers and integration experienceSQL/PLSQL skill is a big plus.3 to 5 years' experience Visual Force (able to come in and hit the ground running with this experience).6-9 years of relevant experience in related field or equivalent combination of experience and education.Design, develop, document, test, and debug new and existing software systems and/or applications for market sale or large-scale proprietary software for internal use.Serve as technical expert on development projects.Participate in full development life cycle including requirements analysis and design.Write technical specifications based on conceptual design and stated business requirements.Analyze code to find causes of errors and revise programs as needed.Participate in software design meetings and analyze user needs to determine technical requirements.Consult with end user to prototype, refine, test, and debug programs to meet needs.Considered highly skilled and proficient in discipline.Works under minimal supervision with wide latitude for independent judgment.",3571, Technology Information and Internet, Mid-Senior level,Bengaluru,Karnataka
3467393249,Data Science,2050,Tata Consultancy Services,On-site,Full-time,10001,11,11917600,"About the job Greeting from TCS!! Hiring For: GCP Data EngineerExperience: 3+Years Job Description - Strong SQL knowledge – able to translate complex scenarios into queries. Strong Programming experience in Java or Python Experience with Data modeling and mapping. Experience in Google Cloud platform (especially BigQuery & Dataflow) Experience with Google Cloud SDK & API Scripting Experience in Hadoop ( Hive, MapReduce, Spark ) Experience in Onsite-Offshore coordination Experience in Test Driven Development Experience in Agile processes and DevOps methodologies. Experience of Retail domain will be an added advantage",1624, IT Services and IT Consulting, Mid-Senior level,Chennai,Tamil Nadu
3467381520,Data Science,1520,OptimHire,On-site,Full-time,501,27,252640,"About the job Job Description: MS in Computer Science or a related subject area with at least 5 years of server-side programming• At least 2 years of experience in AWS technologies• The documented ability of delivering innovative solutions in an applied environment related to at least one of the following areas:o ETL, Data pipeline, Workflowo Strong knowledge of programming in Python, Java, or Scala.o High level of competence in global and cross-skilled collaborative working.o Cloud Architecture: 1 year (Preferred) • Working experience in one or more of the AWS technologies: Amazon Glue, Sage Maker, Data pipeline, Kinesis, EMR (Hive, Presto, Spark), Step Functions, Athena, Comprehend, Medical Comprehend• Familiarity with Container-based architecture• Microservice deployment using EKS or ECS• Familiarity with any Elastic search (or any other cloud-based search engine)• Experience in Database technologies like Amazon Aurora, Postgres• Well versed with SQL Desirable Requirements:• Knowledge/working experience claims, EMR, and lab data• Experience linking datasets• Experience with Auto ML in developing models based on AWS/Google Cloud Auto ML services",1549,Not Avilable,Not Avilable,Greater Bengaluru Area,Karnataka
3474814865,PHP Developer,410,Chris Johnson Business IT Solutions,On-site,Full-time,51,0,42,"About the job Job descriptionChris Johnson Business IT Solutions is a leading provider of the Australian Telecommunication network with excellent work culture and customer base.Job Description:A PHP /Laravel developer is to build web applications for our company. In this role, you will design and create projects using Laravel framework and PHP, and assist the team in delivering high-quality web applications, services, and tools for our business.Roles and Responsibilities:· Designing and building web application using Laravel.· Knowledge of web development like E-commerce, CMS, and Custom Application development.· Demonstrable knowledge of Laravel architecture and composer.· Strong knowledge of WordPress and creating custom plugins.· Should have at least one live web application developed in Laravel.· Demonstrable knowledge of web technologies including HTML5, CSS, JavaScript.· Involve in a complete system development life cycle.· Automating the system processes and developing the software products.Required skills:A solid understanding of application design using Laravel.Problem solving skills and critical mindset.Good communication skills.Should be a quick learner and hard working.Must be passionate to develop applications in PHP/MY SQL.Preferred skills:Work with native modules as and when required.Ability to write automated tests to ensure error-free code and performance.Establishing and guiding the website’s architecture.Good understanding of front-end technologies, including HTML5, CSS3, JavaScript, jQuery.Experience building user interfaces for websites and/or web applications.Experience - 5 to 10 years**Employees will get Onsite opportunity (Australia) based on performance.Job Type: Full-time Salary: From ₹60,000.00 per month Benefits:Provident FundSchedule:Day shiftSupplemental pay types:Performance bonusAbility to commute/relocate:Edapally, Kochi - 682024, Kerala: Reliably commute or planning to relocate before starting work (Required)Education:Bachelor's (Preferred)Experience:PHP: 5 years (Required)total work: 10 years (Preferred)software development: 1 year (Preferred)License/Certification:PHP (Preferred)",3877,Not Avilable,Not Avilable,Kochi,Kerala
3467323896,SQL Developer,2050,Tata Consultancy Services,Hybrid,Full-time,10001,60,11917604,"About the job Greetings from TCS Hiring PLSQL Developer for Kolkata location 2-8 years Job description Job Title: PLSQL Developer Location: Kolkata Experience Range: 2 8 Years Must Have Skills: •Good Hands on experience in Oracle SQL, PLSQL•Strong experience with oracle functions, procedures, triggers, packages & query tuning Good-to-Have 1. Hands on experience on Performance Tuning2. Hands on experience on SSIS3. Hands on DBA4. Certification in Oracle SQL & PLSQL5. SQL Server 2012/2016 Minimum Qualification: 15 years of full-time education. Interested candidates can send your resume to amita.patel@tcs.com.",1292, IT Services and IT Consulting, Associate,Kolkata,West Bengal
3470731699,Java Developer,1355,Mobile Programming LLC,On-site,Full-time,1001,3,982115.1912,"About the job AEM-developer Experience:- 5-7 Year Location:- Bengaluru, NCR Noida Required Skill Set:- AEM, Git, Sling, CRX, OSGi, JCR, Sling web framework, Apache Felix OSGi framework, digital asset management and workflows Notice Period: - Less than 30 Requirement: ● Deep understanding and working experience with AEM 6.3 or above.● Design and build components, templates, dialogs, and workflows using the Adobe CQ/AEM architecture (Sling, CRX, OSGi, JCR).● Deep knowledge of core frameworks i.e. OSGI, OAK, Granite &amp; Coral UI.● Working knowledge of the Java Content Repository (JCR) suite, Sling web framework, Apache Felix OSGi framework, digital asset management and workflows is required.● Working experience with editable templates and touch UI component development.● Experience in AEM upgrades &amp; migrations.● Development experience in Slightly/HTL, Adobe AEM 6.3+, RESTful web services● Experience with Git or other version control software.● 3+ years’ experience of Scrum or similar agile development methodology.● Leverage AEM, other state-of-the-art technologies, and integration patterns to solve cross-departmental challenges.",2602,Not Avilable,Not Avilable,Noida,Uttar Pradesh
3474329386,Other,1058,Infosys,Hybrid,Full-time,10001,11,982115.1912,"About the job Note:- Minimum 7 years of experience required About Company:Truelancer Enterprise gig work platform where we take up on-the-ground or digital recurring work from enterprises and get it done through a million gig workers across 200+ cities in India. Our objective is to simplify the execution of different complex processes involving managing teams of multiple people at different hierarchical levels and enable millions of Gig workers to perform their task efficiently. No of years’ experience- 7+Detailed job description - Skill Set:Looking for a Strong Elasticsearch talent who has good experience in eCommerce platform. Need an Elasticsearch SME to look into search configuration (cluster, index, shards etc), indexing pipeline (Apache NiFi) and work with HCL to tune it to the best.Mandatory Skills:-1. Elasticsearch2. Apache NiFi3. Search OptimizationGood to Have Skills:-1. Java2. Linux and DevOps skills Timing:- Full time (As per company timings)Notice Period:- 1 month or less (immediate joiner - Preferred )Location: Pune",3627, IT Services and IT Consulting, Associate,Pune,Maharashtra
3467394021,Other,2050,Tata Consultancy Services,Hybrid,Full-time,10001,11,11917607,"About the job Dear Candidate, Greetings from TATA CONSULTANCY SERVICES LIMITED !!! Role – Tibco BW (Business Works ) Experience Range- 3 to 10 Years Work Location – Pan India Must Have:· Candidate must have hands-on experience in Tibco Business Works· Understand Middleware concepts· Understand concepts –Integration/integration Patterns· SQL Development basic knowledge· Able to debug, analyze and identify root cause in Tibco application· Hands on Exp in Tibco/EMS/JMS/Database Good-to-Have :· Tibco Business Connect·Tibco BW 5.x or 6.X· Understand or has experience in integration role· Services Now knowledge",1628, IT Services and IT Consulting,Not Avilable,Bengaluru,Karnataka
